respID,qID,profileID,altID,obsID,choice,time_sec_p1,ownhome,time_sec_p2,time_sec_p3,induction,heatingeff,carbon,oftencook,utility,yearOfBirth,gender,race,raceOther,education,income,zipcode,age_in_years,feedback,time_min_total,Cooktop_Type,final_cost_price,Average_annual_usage_Cost,number_of_burners
466,1,155,2,3721,1,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Electric,1100,70,4
466,1,195,3,3721,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Induction,1300,90,4
466,2,1,1,3722,1,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Gas,500,50,3
466,2,209,2,3722,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Electric,1100,100,4
466,2,207,3,3722,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Induction,900,100,4
466,3,232,1,3723,1,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Gas,1500,50,5
466,3,149,2,3723,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Electric,700,70,4
466,3,318,3,3723,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Induction,1100,100,5
466,4,166,1,3724,1,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Gas,700,80,4
466,4,89,2,3724,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Electric,1500,90,3
466,4,78,3,3724,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Induction,700,90,3
466,5,91,1,3725,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Gas,500,100,3
466,5,221,2,3725,1,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Electric,700,50,5
466,5,30,3,3725,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Induction,1100,60,3
466,6,106,1,3726,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Gas,1500,100,3
466,6,215,2,3726,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Electric,1500,100,4
466,6,318,3,3726,1,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Induction,1100,100,5
466,7,43,1,3727,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Gas,900,70,3
466,7,20,2,3727,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Electric,500,60,3
466,7,3,3,3727,1,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Induction,500,50,3
466,8,163,1,3728,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Gas,500,80,4
466,8,260,2,3728,0,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Electric,900,70,5
466,8,219,3,3728,1,12,1,261,76,No,Not_Bothered,Not_Bothered,often,"electricity, gas",1982,female,asian,NA,hs,inc_20to50,30215,41,Thank you for the survey,5.816666666666666,Induction,500,50,5
791,1,55,1,6321,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Gas,500,80,3
791,1,137,2,6321,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Electric,1100,60,4
791,1,237,3,6321,1,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Induction,500,60,5
791,2,94,1,6322,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Gas,700,100,3
791,2,194,2,6322,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Electric,1300,90,4
791,2,249,3,6322,1,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Induction,1300,60,5
791,3,151,1,6323,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Gas,900,70,4
791,3,26,2,6323,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Electric,900,60,3
791,3,306,3,6323,1,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Induction,1500,90,5
791,4,61,1,6324,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Gas,900,80,3
791,4,242,2,6324,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Electric,900,60,5
791,4,108,3,6324,1,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Induction,1500,100,3
791,5,52,1,6325,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Gas,1500,70,3
791,5,164,2,6325,1,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Electric,500,80,4
791,5,87,3,6325,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Induction,1300,90,3
791,6,64,1,6326,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Gas,1100,80,3
791,6,260,2,6326,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Electric,900,70,5
791,6,294,3,6326,1,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Induction,700,90,5
791,7,277,1,6327,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Gas,900,80,5
791,7,155,2,6327,1,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Electric,1100,70,4
791,7,102,3,6327,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Induction,1100,100,3
